rpm,map_kpa,torque,ve_f,ve_r,spark_f,spark_r,afr_cmd_f,afr_cmd_r,afr_meas_f,afr_meas_r,iat,knock,vbatt,tps
2060.9,82.67,78.05,120,121,24,22,13.0,13.0,12.04,11.5,100.1,0,13.9,23.5
2053.14,82.14,77.67,120,121,24,22,13.0,13.0,13.18,15.95,100.1,0,13.87,23.3
2045.89,81.61,77.29,120,121,24,22,13.0,13.0,11.76,13.82,100.1,0,13.89,23.1
2039.15,81.08,76.91,120,121,24,22,13.0,13.0,16.29,12.0,100.1,0,13.93,22.9
2032.94,80.54,76.54,120,121,24,22,13.0,13.0,12.43,13.42,100.0,0,13.89,22.7
2027.26,80.0,76.17,120,121,24,22,13.0,13.0,12.39,15.02,100.0,0,13.91,22.5
2022.1,79.46,75.81,120,121,24,22,13.0,13.0,12.4,14.93,100.0,0,13.88,22.3
2017.48,78.92,75.46,120,121,24,22,13.0,13.0,14.78,13.64,100.0,0,13.88,22.0
2013.4,78.39,75.11,120,121,24,22,13.0,13.0,13.46,12.43,100.0,0,13.86,21.8
2009.85,77.86,74.78,120,121,24,22,13.0,13.0,14.81,12.72,99.9,0,13.88,21.5
2006.84,77.33,74.44,120,121,24,22,13.0,13.0,11.88,13.71,99.9,0,13.86,21.3
2004.38,76.81,74.12,120,121,24,22,13.0,13.0,12.28,13.63,99.9,0,13.88,21.0
2002.47,76.29,73.81,120,121,24,22,13.0,13.0,14.01,14.15,99.9,0,13.92,20.8
2001.1,75.78,73.51,120,121,24,22,13.0,13.0,13.1,12.51,99.8,0,13.89,20.5
2000.27,75.28,73.21,120,121,24,22,13.0,13.0,15.32,14.02,99.8,0,13.9,20.3
2000.0,74.79,72.93,120,121,24,22,13.0,13.0,13.75,15.52,99.8,0,13.93,20.0
2000.27,74.31,72.66,120,121,24,22,13.0,13.0,11.62,13.66,99.8,0,13.94,19.7
2001.1,73.85,72.4,120,121,24,22,13.0,13.0,13.13,13.26,99.8,0,13.89,19.5
2002.47,73.39,72.15,120,121,24,22,13.0,13.0,13.86,12.92,99.7,0,13.93,19.2
2004.38,72.95,71.91,120,121,24,22,13.0,13.0,12.24,12.96,99.7,0,13.9,19.0
2006.84,72.52,71.69,120,121,24,22,13.0,13.0,12.94,12.95,99.7,0,13.9,18.7
2009.85,72.1,71.47,120,121,24,22,13.0,13.0,12.99,13.45,99.7,0,13.87,18.5
2013.4,71.71,71.28,120,121,24,22,13.0,13.0,14.58,11.07,99.7,0,13.89,18.2
2017.48,71.33,71.09,120,121,24,22,13.0,13.0,14.76,10.77,99.6,0,13.94,18.0
2022.1,70.96,70.92,120,121,24,22,13.0,13.0,12.67,12.93,99.6,0,13.9,17.7
2027.26,70.62,70.76,120,121,24,22,13.0,13.0,14.4,13.09,99.6,0,13.91,17.5
2032.94,70.29,70.62,120,121,24,22,13.0,13.0,14.28,15.08,99.6,0,13.9,17.3
2039.15,69.99,70.49,120,121,24,22,13.0,13.0,12.63,11.81,99.6,0,13.89,17.1
2045.89,69.7,70.38,120,121,24,22,13.0,13.0,12.91,12.54,99.6,0,13.92,16.9
2053.14,69.43,70.28,120,121,24,22,13.0,13.0,11.2,12.46,99.5,0,13.92,16.7
2060.9,69.19,70.19,120,121,24,22,13.0,13.0,12.85,13.07,99.5,0,13.91,16.5
2069.16,68.97,70.12,120,121,24,22,13.0,13.0,14.77,14.61,99.5,0,13.88,16.3
2077.93,68.77,70.07,120,121,24,22,13.0,13.0,11.25,13.23,99.5,0,13.88,16.1
2087.19,68.59,70.03,120,121,24,22,13.0,13.0,12.7,12.19,99.5,0,13.92,16.0
2096.95,68.43,70.01,120,121,24,22,13.0,13.0,12.66,12.92,99.5,0,13.92,15.8
2107.18,68.3,70.0,120,121,24,22,13.0,13.0,13.63,12.81,99.4,0,13.91,15.7
2117.89,68.19,70.01,120,121,24,22,13.0,13.0,14.77,14.08,99.4,0,13.9,15.5
2129.06,68.11,70.03,120,121,24,22,13.0,13.0,13.65,13.3,99.4,0,13.93,15.4
2140.7,68.05,70.07,120,121,24,22,13.0,13.0,12.78,13.82,99.4,0,13.94,15.3
2152.79,68.01,70.12,120,121,24,22,13.0,13.0,12.27,13.06,99.4,0,13.93,15.2
2165.32,68.0,70.19,120,121,24,22,13.0,13.0,15.03,14.04,99.4,0,13.91,15.2
2178.28,68.01,70.28,120,121,24,22,13.0,13.0,13.02,11.01,99.3,0,13.88,15.1
2191.68,68.05,70.38,120,121,24,22,13.0,13.0,14.2,12.46,99.3,0,13.89,15.1
2205.48,68.11,70.49,120,121,24,22,13.0,13.0,13.29,12.83,99.3,0,13.89,15.0
2219.7,68.19,70.62,120,121,24,22,13.0,13.0,10.78,13.47,99.3,0,13.9,15.0
2234.31,68.3,70.76,120,121,24,22,13.0,13.0,13.3,12.51,99.3,0,13.91,15.0
2249.32,68.43,70.92,120,121,24,22,13.0,13.0,12.14,14.69,99.3,0,13.92,15.0
2264.7,68.59,71.09,120,121,24,22,13.0,13.0,14.03,12.69,99.3,0,13.85,15.0
2280.44,68.77,71.28,120,121,24,22,13.0,13.0,11.9,10.89,99.3,0,13.9,15.1
2296.54,68.97,71.47,120,121,24,22,13.0,13.0,13.4,15.33,99.2,0,13.89,15.1
2312.99,69.19,71.69,120,121,24,22,13.0,13.0,12.47,11.0,99.2,0,13.95,15.2
2329.77,69.43,71.91,120,121,24,22,13.0,13.0,13.61,14.4,99.2,0,13.89,15.2
2346.88,69.7,72.15,120,121,24,22,13.0,13.0,12.63,12.57,99.2,0,13.85,15.3
2364.29,69.99,72.4,120,121,24,22,13.0,13.0,12.14,12.82,99.2,0,13.91,15.4
2382.0,70.29,72.66,120,121,24,22,13.0,13.0,14.13,13.16,99.2,0,13.89,15.5
2400.0,70.62,72.93,120,121,24,22,13.0,13.0,12.02,12.09,99.2,0,13.94,15.7
2418.27,70.96,73.21,120,121,24,22,13.0,13.0,13.11,12.78,99.2,0,13.93,15.8
2436.81,71.33,73.51,120,121,24,22,13.0,13.0,13.5,13.35,99.2,0,13.88,16.0
2455.59,71.71,73.81,120,121,24,22,13.0,13.0,13.88,11.43,99.1,0,13.9,16.1
2474.61,72.1,74.12,120,121,24,22,13.0,13.0,11.55,14.67,99.1,0,13.91,16.3
2493.85,72.52,74.44,120,121,24,22,13.0,13.0,12.48,11.6,99.1,0,13.89,16.5
2513.31,72.95,74.78,120,121,24,22,13.0,13.0,13.09,10.45,99.1,0,13.92,16.7
2532.95,73.39,75.11,120,121,24,22,13.0,13.0,13.81,12.62,99.1,0,13.91,16.9
2552.79,73.85,75.46,120,121,24,22,13.0,13.0,13.86,13.53,99.1,0,13.91,17.1
2572.79,74.31,75.81,120,121,24,22,13.0,13.0,12.17,12.28,99.1,0,13.9,17.3
2592.94,74.79,76.17,120,121,24,22,13.0,13.0,10.61,13.12,99.1,0,13.88,17.5
2613.24,75.28,76.54,120,121,24,22,13.0,13.0,12.96,12.69,99.1,0,13.89,17.7
2633.67,75.78,76.91,120,121,24,22,13.0,13.0,10.9,13.23,99.1,0,13.9,18.0
2654.21,76.29,77.29,120,121,24,22,13.0,13.0,12.89,12.99,99.1,0,13.88,18.2
2674.85,76.81,77.67,120,121,24,22,13.0,13.0,13.97,12.7,99.1,0,13.92,18.5
2695.58,77.33,78.05,120,121,24,22,13.0,13.0,11.8,11.83,99.1,0,13.91,18.7
2716.38,77.86,78.44,120,121,24,22,13.0,13.0,13.01,12.64,99.1,0,13.93,19.0
2737.23,78.39,78.82,120,121,24,22,13.0,13.0,11.02,12.7,99.0,0,13.87,19.2
2758.13,78.92,79.22,120,121,24,22,13.0,13.0,14.51,12.97,99.0,0,13.93,19.5
2779.06,79.46,79.61,120,121,24,22,13.0,13.0,14.39,11.89,99.0,0,13.89,19.7
2800.0,80.0,80.0,120,121,24,22,13.0,13.0,14.15,11.7,99.0,0,13.9,20.0
2820.94,80.54,80.39,120,121,24,22,13.0,13.0,12.28,11.29,99.0,0,13.94,20.3
2841.87,81.08,80.78,120,121,24,22,13.0,13.0,13.42,12.15,99.0,0,13.87,20.5
2862.77,81.61,81.18,120,121,24,22,13.0,13.0,12.54,13.37,99.0,0,13.94,20.8
2883.62,82.14,81.56,120,121,24,22,13.0,13.0,14.81,12.82,99.0,0,13.93,21.0
2904.42,82.67,81.95,120,121,24,22,13.0,13.0,12.9,13.67,99.0,0,13.9,21.3
2925.15,83.19,82.33,120,121,24,22,13.0,13.0,12.12,14.37,99.0,0,13.9,21.5
2945.79,83.71,82.71,120,121,24,22,13.0,13.0,11.97,11.53,99.0,0,13.92,21.8
2966.33,84.22,83.09,120,121,24,22,13.0,13.0,13.44,13.49,99.0,0,13.9,22.0
2986.76,84.72,83.46,120,121,24,22,13.0,13.0,11.18,14.02,99.0,0,13.91,22.3
3007.06,85.21,83.83,120,121,24,22,13.0,13.0,13.05,11.5,99.0,0,13.89,22.5
3027.21,85.69,84.19,120,121,24,22,13.0,13.0,13.29,11.68,99.0,0,13.91,22.7
3047.21,86.15,84.54,120,121,24,22,13.0,13.0,12.81,13.05,99.0,0,13.92,22.9
3067.05,86.61,84.89,120,121,24,22,13.0,13.0,13.46,12.87,99.0,0,13.88,23.1
3086.69,87.05,85.22,120,121,24,22,13.0,13.0,12.37,14.13,99.0,0,13.9,23.3
3106.15,87.48,85.56,120,121,24,22,13.0,13.0,14.46,10.9,99.0,0,13.93,23.5
3125.39,87.9,85.88,120,121,24,22,13.0,13.0,11.57,10.89,99.0,0,13.88,23.7
3144.41,88.29,86.19,120,121,24,22,13.0,13.0,11.55,14.4,99.0,0,13.88,23.9
3163.19,88.67,86.49,120,121,24,22,13.0,13.0,13.05,12.3,99.0,0,13.87,24.0
3181.73,89.04,86.79,120,121,24,22,13.0,13.0,13.08,12.74,99.0,0,13.88,24.2
3200.0,89.38,87.07,120,121,24,22,13.0,13.0,13.69,11.54,99.0,0,13.86,24.3
3218.0,89.71,87.34,120,121,24,22,13.0,13.0,13.68,12.05,99.0,0,13.88,24.5
3235.71,90.01,87.6,120,121,24,22,13.0,13.0,12.02,11.86,99.0,0,13.9,24.6
3253.12,90.3,87.85,120,121,24,22,13.0,13.0,11.35,13.87,99.0,0,13.91,24.7
3270.23,90.57,88.09,120,121,24,22,13.0,13.0,12.36,14.65,99.0,0,13.9,24.8
3287.01,90.81,88.31,120,121,24,22,13.0,13.0,13.04,12.41,99.0,0,13.9,24.8
3303.46,91.03,88.53,120,121,24,22,13.0,13.0,13.92,11.95,99.0,0,13.92,24.9
3319.56,91.23,88.72,120,121,24,22,13.0,13.0,11.89,11.84,99.0,0,13.88,24.9
3335.3,91.41,88.91,120,121,24,22,13.0,13.0,11.1,13.17,99.0,0,13.87,25.0
3350.68,91.57,89.08,120,121,24,22,13.0,13.0,13.59,13.65,99.0,0,13.89,25.0
3365.69,91.7,89.24,120,121,24,22,13.0,13.0,13.38,13.15,99.0,0,13.92,25.0
3380.3,91.81,89.38,120,121,24,22,13.0,13.0,11.56,13.08,99.0,0,13.92,25.0
3394.52,91.89,89.51,120,121,24,22,13.0,13.0,12.4,13.06,99.0,0,13.89,25.0
3408.32,91.95,89.62,120,121,24,22,13.0,13.0,14.95,13.61,99.0,0,13.9,24.9
3421.72,91.99,89.72,120,121,24,22,13.0,13.0,14.07,12.45,99.1,0,13.91,24.9
3434.68,92.0,89.81,120,121,24,22,13.0,13.0,13.43,14.43,99.1,0,13.89,24.8
3447.21,91.99,89.88,120,121,24,22,13.0,13.0,14.75,13.79,99.1,0,13.92,24.8
3459.3,91.95,89.93,120,121,24,22,13.0,13.0,13.56,13.94,99.1,0,13.91,24.7
3470.94,91.89,89.97,120,121,24,22,13.0,13.0,12.85,14.38,99.1,0,13.91,24.6
3482.11,91.81,89.99,120,121,24,22,13.0,13.0,13.58,11.48,99.1,0,13.93,24.5
3492.82,91.7,90.0,120,121,24,22,13.0,13.0,13.14,14.39,99.1,0,13.91,24.3
3503.05,91.57,89.99,120,121,24,22,13.0,13.0,12.68,13.59,99.1,0,13.88,24.2
3512.81,91.41,89.97,120,121,24,22,13.0,13.0,10.88,11.57,99.1,0,13.93,24.0
3522.07,91.23,89.93,120,121,24,22,13.0,13.0,11.96,12.07,99.1,0,13.92,23.9
3530.84,91.03,89.88,120,121,24,22,13.0,13.0,13.28,11.86,99.1,0,13.9,23.7
3539.1,90.81,89.81,120,121,24,22,13.0,13.0,12.3,13.73,99.1,0,13.91,23.5
3546.86,90.57,89.72,120,121,24,22,13.0,13.0,11.81,11.24,99.1,0,13.87,23.3
3554.11,90.3,89.62,120,121,24,22,13.0,13.0,13.36,13.57,99.1,0,13.9,23.1
3560.85,90.01,89.51,120,121,24,22,13.0,13.0,11.89,11.35,99.2,0,13.92,22.9
3567.06,89.71,89.38,120,121,24,22,13.0,13.0,10.05,13.36,99.2,0,13.89,22.7
3572.74,89.38,89.24,120,121,24,22,13.0,13.0,12.4,15.39,99.2,0,13.91,22.5
3577.9,89.04,89.08,120,121,24,22,13.0,13.0,13.04,12.67,99.2,0,13.87,22.3
3582.52,88.67,88.91,120,121,24,22,13.0,13.0,11.65,10.79,99.2,0,13.9,22.0
3586.6,88.29,88.72,120,121,24,22,13.0,13.0,11.49,12.76,99.2,0,13.89,21.8
3590.15,87.9,88.53,120,121,24,22,13.0,13.0,13.47,13.0,99.2,0,13.9,21.5
3593.16,87.48,88.31,120,121,24,22,13.0,13.0,12.73,11.73,99.2,0,13.91,21.3
3595.62,87.05,88.09,120,121,24,22,13.0,13.0,12.89,15.3,99.2,0,13.92,21.0
3597.53,86.61,87.85,120,121,24,22,13.0,13.0,13.11,14.26,99.3,0,13.88,20.8
3598.9,86.15,87.6,120,121,24,22,13.0,13.0,12.33,11.26,99.3,0,13.92,20.5
3599.73,85.69,87.34,120,121,24,22,13.0,13.0,13.67,11.75,99.3,0,13.92,20.3
3600.0,85.21,87.07,120,121,24,22,13.0,13.0,13.32,11.69,99.3,0,13.9,20.0
3599.73,84.72,86.79,120,121,24,22,13.0,13.0,12.73,15.16,99.3,0,13.9,19.7
3598.9,84.22,86.49,120,121,24,22,13.0,13.0,13.73,13.06,99.3,0,13.93,19.5
3597.53,83.71,86.19,120,121,24,22,13.0,13.0,12.25,13.97,99.3,0,13.9,19.2
3595.62,83.19,85.88,120,121,24,22,13.0,13.0,12.49,13.11,99.3,0,13.93,19.0
3593.16,82.67,85.56,120,121,24,22,13.0,13.0,13.74,12.26,99.4,0,13.89,18.7
3590.15,82.14,85.22,120,121,24,22,13.0,13.0,14.02,14.49,99.4,0,13.89,18.5
3586.6,81.61,84.89,120,121,24,22,13.0,13.0,12.15,12.26,99.4,0,13.88,18.2
3582.52,81.08,84.54,120,121,24,22,13.0,13.0,13.72,13.34,99.4,0,13.89,18.0
3577.9,80.54,84.19,120,121,24,22,13.0,13.0,11.32,12.6,99.4,0,13.88,17.7
3572.74,80.0,83.83,120,121,24,22,13.0,13.0,13.84,13.68,99.4,0,13.91,17.5
3567.06,79.46,83.46,120,121,24,22,13.0,13.0,12.89,14.09,99.5,0,13.92,17.3
3560.85,78.92,83.09,120,121,24,22,13.0,13.0,13.65,14.64,99.5,0,13.9,17.1
3554.11,78.39,82.71,120,121,24,22,13.0,13.0,11.92,11.64,99.5,0,13.93,16.9
3546.86,77.86,82.33,120,121,24,22,13.0,13.0,11.89,13.74,99.5,0,13.9,16.7
3539.1,77.33,81.95,120,121,24,22,13.0,13.0,13.04,14.64,99.5,0,13.93,16.5
3530.84,76.81,81.56,120,121,24,22,13.0,13.0,12.44,13.39,99.5,0,13.9,16.3
3522.07,76.29,81.18,120,121,24,22,13.0,13.0,11.73,13.94,99.6,0,13.91,16.1
3512.81,75.78,80.78,120,121,24,22,13.0,13.0,13.15,14.96,99.6,0,13.87,16.0
3503.05,75.28,80.39,120,121,24,22,13.0,13.0,14.0,12.6,99.6,0,13.88,15.8
3492.82,74.79,80.0,120,121,24,22,13.0,13.0,13.98,13.09,99.6,0,13.89,15.7
3482.11,74.31,79.61,120,121,24,22,13.0,13.0,15.0,11.74,99.6,0,13.88,15.5
3470.94,73.85,79.22,120,121,24,22,13.0,13.0,12.45,13.61,99.6,0,13.9,15.4
3459.3,73.39,78.82,120,121,24,22,13.0,13.0,13.18,12.17,99.7,0,13.88,15.3
3447.21,72.95,78.44,120,121,24,22,13.0,13.0,13.59,11.17,99.7,0,13.91,15.2
3434.68,72.52,78.05,120,121,24,22,13.0,13.0,12.98,14.58,99.7,0,13.91,15.2
3421.72,72.1,77.67,120,121,24,22,13.0,13.0,13.77,13.56,99.7,0,13.86,15.1
3408.32,71.71,77.29,120,121,24,22,13.0,13.0,13.69,13.12,99.7,0,13.92,15.1
3394.52,71.33,76.91,120,121,24,22,13.0,13.0,12.44,12.17,99.8,0,13.92,15.0
3380.3,70.96,76.54,120,121,24,22,13.0,13.0,12.49,14.2,99.8,0,13.87,15.0
3365.69,70.62,76.17,120,121,24,22,13.0,13.0,13.24,13.84,99.8,0,13.9,15.0
3350.68,70.29,75.81,120,121,24,22,13.0,13.0,13.04,14.38,99.8,0,13.86,15.0
3335.3,69.99,75.46,120,121,24,22,13.0,13.0,12.46,11.39,99.8,0,13.88,15.0
3319.56,69.7,75.11,120,121,24,22,13.0,13.0,12.51,13.83,99.9,0,13.89,15.1
3303.46,69.43,74.78,120,121,24,22,13.0,13.0,13.93,14.72,99.9,0,13.93,15.1
3287.01,69.19,74.44,120,121,24,22,13.0,13.0,13.04,9.88,99.9,0,13.91,15.2
3270.23,68.97,74.12,120,121,24,22,13.0,13.0,14.57,11.96,99.9,0,13.89,15.2
3253.12,68.77,73.81,120,121,24,22,13.0,13.0,14.05,13.96,100.0,0,13.91,15.3
3235.71,68.59,73.51,120,121,24,22,13.0,13.0,13.93,11.15,100.0,0,13.92,15.4
3218.0,68.43,73.21,120,121,24,22,13.0,13.0,12.81,15.96,100.0,0,13.93,15.5
3200.0,68.3,72.93,120,121,24,22,13.0,13.0,13.25,14.96,100.0,0,13.89,15.7
3181.73,68.19,72.66,120,121,24,22,13.0,13.0,13.82,14.04,100.0,0,13.92,15.8
3163.19,68.11,72.4,120,121,24,22,13.0,13.0,11.9,15.92,100.1,0,13.91,16.0
3144.41,68.05,72.15,120,121,24,22,13.0,13.0,14.64,13.07,100.1,0,13.9,16.1
3125.39,68.01,71.91,120,121,24,22,13.0,13.0,13.27,13.57,100.1,0,13.9,16.3
3106.15,68.0,71.69,120,121,24,22,13.0,13.0,14.11,16.11,100.1,0,13.87,16.5
3086.69,68.01,71.47,120,121,24,22,13.0,13.0,12.66,11.26,100.2,0,13.9,16.7
3067.05,68.05,71.28,120,121,24,22,13.0,13.0,13.25,13.99,100.2,0,13.89,16.9
3047.21,68.11,71.09,120,121,24,22,13.0,13.0,11.46,12.28,100.2,0,13.91,17.1
3027.21,68.19,70.92,120,121,24,22,13.0,13.0,13.22,15.78,100.2,0,13.93,17.3
3007.06,68.3,70.76,120,121,24,22,13.0,13.0,13.32,14.27,100.3,0,13.91,17.5
2986.76,68.43,70.62,120,121,24,22,13.0,13.0,15.01,14.45,100.3,0,13.9,17.7
2966.33,68.59,70.49,120,121,24,22,13.0,13.0,12.47,12.52,100.3,0,13.9,18.0
2945.79,68.77,70.38,120,121,24,22,13.0,13.0,12.54,12.43,100.4,0,13.91,18.2
2925.15,68.97,70.28,120,121,24,22,13.0,13.0,11.78,12.4,100.4,0,13.94,18.5
2904.42,69.19,70.19,120,121,24,22,13.0,13.0,11.17,14.56,100.4,0,13.9,18.7
2883.62,69.43,70.12,120,121,24,22,13.0,13.0,12.5,14.39,100.4,0,13.88,19.0
2862.77,69.7,70.07,120,121,24,22,13.0,13.0,13.57,13.23,100.5,0,13.9,19.2
2841.87,69.99,70.03,120,121,24,22,13.0,13.0,13.27,14.19,100.5,0,13.91,19.5
2820.94,70.29,70.01,120,121,24,22,13.0,13.0,14.82,12.83,100.5,0,13.9,19.7
2800.0,70.62,70.0,120,121,24,22,13.0,13.0,13.95,14.18,100.5,0,13.87,20.0
2779.06,70.96,70.01,120,121,24,22,13.0,13.0,13.21,14.19,100.6,0,13.93,20.3
2758.13,71.33,70.03,120,121,24,22,13.0,13.0,11.55,14.64,100.6,0,13.87,20.5
2737.23,71.71,70.07,120,121,24,22,13.0,13.0,13.73,13.43,100.6,0,13.89,20.8
2716.38,72.1,70.12,120,121,24,22,13.0,13.0,13.08,13.95,100.7,0,13.92,21.0
2695.58,72.52,70.19,120,121,24,22,13.0,13.0,13.24,14.55,100.7,0,13.88,21.3
2674.85,72.95,70.28,120,121,24,22,13.0,13.0,12.57,11.7,100.7,0,13.9,21.5
2654.21,73.39,70.38,120,121,24,22,13.0,13.0,13.69,14.29,100.7,0,13.9,21.8
2633.67,73.85,70.49,120,121,24,22,13.0,13.0,14.16,11.31,100.8,0,13.9,22.0
2613.24,74.31,70.62,120,121,24,22,13.0,13.0,12.53,14.07,100.8,0,13.89,22.3
2592.94,74.79,70.76,120,121,24,22,13.0,13.0,13.34,15.21,100.8,0,13.93,22.5
2572.79,75.28,70.92,120,121,24,22,13.0,13.0,13.3,12.4,100.9,0,13.92,22.7
2552.79,75.78,71.09,120,121,24,22,13.0,13.0,13.09,13.05,100.9,0,13.89,22.9
2532.95,76.29,71.28,120,121,24,22,13.0,13.0,12.37,13.57,100.9,0,13.92,23.1
2513.31,76.81,71.47,120,121,24,22,13.0,13.0,14.3,12.77,101.0,0,13.87,23.3
2493.85,77.33,71.69,120,121,24,22,13.0,13.0,11.37,13.54,101.0,0,13.88,23.5
2474.61,77.86,71.91,120,121,24,22,13.0,13.0,13.3,13.41,101.0,0,13.92,23.7
2455.59,78.39,72.15,120,121,24,22,13.0,13.0,11.03,13.19,101.0,0,13.9,23.9
2436.81,78.92,72.4,120,121,24,22,13.0,13.0,12.84,13.42,101.1,0,13.88,24.0
2418.27,79.46,72.66,120,121,24,22,13.0,13.0,12.76,14.34,101.1,0,13.88,24.2
2400.0,80.0,72.93,120,121,24,22,13.0,13.0,13.55,14.06,101.1,0,13.89,24.3
2382.0,80.54,73.21,120,121,24,22,13.0,13.0,13.04,12.2,101.2,0,13.91,24.5
2364.29,81.08,73.51,120,121,24,22,13.0,13.0,12.34,11.96,101.2,0,13.91,24.6
2346.88,81.61,73.81,120,121,24,22,13.0,13.0,13.49,13.92,101.2,0,13.87,24.7
2329.77,82.14,74.12,120,121,24,22,13.0,13.0,11.34,12.42,101.3,0,13.89,24.8
2312.99,82.67,74.44,120,121,24,22,13.0,13.0,12.95,13.06,101.3,0,13.89,24.8
2296.54,83.19,74.78,120,121,24,22,13.0,13.0,11.26,14.73,101.3,0,13.92,24.9
2280.44,83.71,75.11,120,121,24,22,13.0,13.0,14.6,12.13,101.4,0,13.87,24.9
2264.7,84.22,75.46,120,121,24,22,13.0,13.0,12.58,12.06,101.4,0,13.9,25.0
2249.32,84.72,75.81,120,121,24,22,13.0,13.0,13.26,13.8,101.4,0,13.86,25.0
2234.31,85.21,76.17,120,121,24,22,13.0,13.0,12.59,13.41,101.5,0,13.94,25.0
2219.7,85.69,76.54,120,121,24,22,13.0,13.0,13.83,12.56,101.5,0,13.91,25.0
2205.48,86.15,76.91,120,121,24,22,13.0,13.0,14.67,13.4,101.5,0,13.9,25.0
2191.68,86.61,77.29,120,121,24,22,13.0,13.0,15.46,13.44,101.6,0,13.92,24.9
2178.28,87.05,77.67,120,121,24,22,13.0,13.0,13.62,12.39,101.6,0,13.9,24.9
2165.32,87.48,78.05,120,121,24,22,13.0,13.0,12.74,13.86,101.6,0,13.9,24.8
2152.79,87.9,78.44,120,121,24,22,13.0,13.0,12.19,12.96,101.7,0,13.91,24.8
2140.7,88.29,78.82,120,121,24,22,13.0,13.0,13.28,11.36,101.7,0,13.92,24.7
2129.06,88.67,79.22,120,121,24,22,13.0,13.0,14.19,12.95,101.7,0,13.91,24.6
2117.89,89.04,79.61,120,121,24,22,13.0,13.0,14.42,13.84,101.8,0,13.9,24.5
2107.18,89.38,80.0,120,121,24,22,13.0,13.0,11.84,15.18,101.8,0,13.9,24.3
2096.95,89.71,80.39,120,121,24,22,13.0,13.0,12.43,12.56,101.9,0,13.9,24.2
2087.19,90.01,80.78,120,121,24,22,13.0,13.0,11.05,13.5,101.9,0,13.93,24.0
2077.93,90.3,81.18,120,121,24,22,13.0,13.0,12.52,13.9,101.9,0,13.9,23.9
2069.16,90.57,81.56,120,121,24,22,13.0,13.0,12.84,12.81,102.0,0,13.91,23.7
2060.9,90.81,81.95,120,121,24,22,13.0,13.0,12.71,14.61,102.0,0,13.88,23.5
2053.14,91.03,82.33,120,121,24,22,13.0,13.0,12.99,15.44,102.0,0,13.93,23.3
2045.89,91.23,82.71,120,121,24,22,13.0,13.0,11.72,12.38,102.1,0,13.92,23.1
2039.15,91.41,83.09,120,121,24,22,13.0,13.0,12.11,12.87,102.1,0,13.9,22.9
2032.94,91.57,83.46,120,121,24,22,13.0,13.0,11.76,12.87,102.1,0,13.88,22.7
2027.26,91.7,83.83,120,121,24,22,13.0,13.0,13.73,13.49,102.2,0,13.91,22.5
2022.1,91.81,84.19,120,121,24,22,13.0,13.0,13.81,12.64,102.2,0,13.9,22.3
2017.48,91.89,84.54,120,121,24,22,13.0,13.0,13.76,11.26,102.3,0,13.89,22.0
2013.4,91.95,84.89,120,121,24,22,13.0,13.0,11.82,14.65,102.3,0,13.91,21.8
2009.85,91.99,85.22,120,121,24,22,13.0,13.0,12.67,13.92,102.3,0,13.93,21.5
2006.84,92.0,85.56,120,121,24,22,13.0,13.0,11.95,12.83,102.4,0,13.92,21.3
2004.38,91.99,85.88,120,121,24,22,13.0,13.0,13.84,10.91,102.4,0,13.91,21.0
2002.47,91.95,86.19,120,121,24,22,13.0,13.0,12.02,12.4,102.4,0,13.9,20.8
2001.1,91.89,86.49,120,121,24,22,13.0,13.0,11.92,12.33,102.5,0,13.92,20.5
2000.27,91.81,86.79,120,121,24,22,13.0,13.0,13.23,13.56,102.5,0,13.88,20.3
2000.0,91.7,87.07,120,121,24,22,13.0,13.0,12.27,14.5,102.6,0,13.9,20.0
2000.27,91.57,87.34,120,121,24,22,13.0,13.0,12.74,10.62,102.6,0,13.88,19.7
2001.1,91.41,87.6,120,121,24,22,13.0,13.0,12.42,12.09,102.6,0,13.89,19.5
2002.47,91.23,87.85,120,121,24,22,13.0,13.0,12.35,11.32,102.7,0,13.94,19.2
2004.38,91.03,88.09,120,121,24,22,13.0,13.0,10.13,13.15,102.7,0,13.9,19.0
2006.84,90.81,88.31,120,121,24,22,13.0,13.0,12.34,11.58,102.8,0,13.9,18.7
2009.85,90.57,88.53,120,121,24,22,13.0,13.0,12.03,12.64,102.8,0,13.89,18.5
2013.4,90.3,88.72,120,121,24,22,13.0,13.0,10.07,13.83,102.8,0,13.92,18.2
2017.48,90.01,88.91,120,121,24,22,13.0,13.0,12.9,13.64,102.9,0,13.93,18.0
2022.1,89.71,89.08,120,121,24,22,13.0,13.0,10.91,12.78,102.9,0,13.88,17.7
2027.26,89.38,89.24,120,121,24,22,13.0,13.0,12.32,12.25,102.9,0,13.92,17.5
2032.94,89.04,89.38,120,121,24,22,13.0,13.0,11.98,15.14,103.0,0,13.89,17.3
2039.15,88.67,89.51,120,121,24,22,13.0,13.0,11.49,11.75,103.0,0,13.89,17.1
2045.89,88.29,89.62,120,121,24,22,13.0,13.0,12.28,12.07,103.1,0,13.89,16.9
2053.14,87.9,89.72,120,121,24,22,13.0,13.0,12.51,11.19,103.1,0,13.88,16.7
2060.9,87.48,89.81,120,121,24,22,13.0,13.0,11.83,12.47,103.1,0,13.85,16.5
2069.16,87.05,89.88,120,121,24,22,13.0,13.0,13.18,14.25,103.2,0,13.89,16.3
